images,specs,category,product_type,brand,type,sku,normal_price,description,tags,link_tokopedia,link_whatsapp,image_1,image_2,image_3,image_4,slug,name
https://ik.imagekit.io/eropa/products/Mesin_Cuci_POLYTRON_PWM751R_RlcgbWT3y.png?updatedAt=1632905751558,"[{""name"":""Berat"",""value"":""24 kg""},{""name"":""Panjang"",""value"":""759 mm""},{""name"":""Lebar"",""value"":""463 mm""},{""name"":""Tinggi"",""value"":""967 mm""},{""name"":""Rated input selection/impedance"",""value"":""Wash : 250 Watt , Spin : 130 Watt""},{""name"":""Power Supply"",""value"":"" 220V/50Hz""},{""name"":""Pintu"",""value"":""Plastic""},{""name"":""Warna"",""value"":""Merah""},{""name"":""Capacity"",""value"":""7,5 Kg""},{""name"":""Jenis"",""value"":""Manual""},{""name"":""Material"",""value"":""Plastic""},{""name"":""Speed"",""value"":""130 RPM (wash); 1.400RPM (spin)""}]",Mesin Cuci,2 Tabung,Polytron,PWM751R (MERAH),,1296500,<p>FITUR :<br />- Hemat Listrik &ndash; Gear BOX<br />- Dilengkapi &ndash; Samba Pulsator<br />- Kuat - Tahan Karat<br />- Water Selector<br />- Magic Poush / Hhijab<br />- Water Filter</p>,"Mesincuci,mesincuci2tabung,2tabung,mesincucipolytron,polytron",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-polytron-pwm751r-merah,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_POLYTRON_PWM751R_RlcgbWT3y.png?updatedAt=1632905751558,,,,mesin-cuci-2-tabung-polytron-pwm751r-merah,Mesin Cuci 2 Tabung Polytron PWM751R (MERAH)
https://ik.imagekit.io/eropa/products/Oven_SHARP_EO-18L_B2Y9TUJAG.png?updatedAt=1632906034935,"[{""name"":""Berat"",""value"":""7 kg""},{""name"":""Rated input selection/impedance"",""value"":""800 W""},{""name"":""Power Supply"",""value"":""220-240 V""},{""name"":""Temperature"",""value"":""250 Derajat Celcius""},{""name"":""Aksesoris"",""value"":""Food Tray and handle""},{""name"":""Timer"",""value"":""Yes""}]",Kompor & Peralatan Masak,Oven,Sharp,EO18L,,649500,<p>Fitur:<br />- 3 mode heater selection<br />- Timer Cook Function<br />- Compact Size</p>,"Ovensharp,pemanggang ",https://www.tokopedia.com/tokoeropa-1/oven-sharp-eo-18l,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Oven_SHARP_EO-18L_B2Y9TUJAG.png?updatedAt=1632906034935,,,,kompor-peralatan-masak-oven-sharp-eo18l,Kompor & Peralatan Masak Oven Sharp EO18L
https://ik.imagekit.io/eropa/products/Mesin_Cuci_POLYTRON_PAW7527_IWM-qvCbA.png?updatedAt=1632907459664,"[{""name"":""Berat"",""value"":""35 kg""},{""name"":""Panjang"",""value"":""540 mm""},{""name"":""Lebar"",""value"":""552 mm""},{""name"":""Tinggi"",""value"":""890 mm""},{""name"":""Rated input selection/impedance"",""value"":""330 W""},{""name"":""Power Supply"",""value"":"" 220 V/ 50 Hz""},{""name"":""Capacity"",""value"":""7,5 Kg""},{""name"":""Material"",""value"":""Metal""},{""name"":""Speed"",""value"":""150 RPM (wash), 750 RPM (spin)""}]",Mesin Cuci,1 Tabung Top Loading,Polytron,PAW7527,,2129500,<p>Fitur :<br />- Easy to operate<br />- Memory auto recall<br />- Fuzzy logic<br />- Hijab mode</p>,"mesincuci1tabung,toploading,mesincucipolytron,Polytron",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-polytron-paw7527,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_POLYTRON_PAW7527_IWM-qvCbA.png?updatedAt=1632907459664,,,,mesin-cuci-1-tabung-top-loading-polytron-paw7527,Mesin Cuci 1 Tabung Top Loading Polytron PAW7527
https://ik.imagekit.io/eropa/products/Mesin_Cuci_PANASONIC_NAF80MB1_zavtRSxdN.png?updatedAt=1632967067284,"[{""name"":""Berat"",""value"":""41 kg""},{""name"":""Panjang"",""value"":""639 mm""},{""name"":""Lebar"",""value"":""644 mm""},{""name"":""Tinggi"",""value"":""1020 mm""},{""name"":""Rated input selection/impedance"",""value"":""480 W""},{""name"":""Power Supply"",""value"":"" 220 V/ 50 Hz""},{""name"":""Capacity"",""value"":""8 Kg""},{""name"":""Speed"",""value"":""680 RPM""}]",Mesin Cuci,1 Tabung Top Loading,Panasonic,NAF80MB1,,3371000,<p>Fitur:<br />- Fuzzy Logic Washing Machine<br />- Soft Closing Door<br />- Tub Clean<br />- Delay Start<br />- Auto Restart<br />- Auto Power Off<br />- 8 kg Wash</p>,"mesincuci1tabung,toploading,mesincucipanasonic,Panasonic",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-panasonic-naf80mb1,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_PANASONIC_NAF80MB1_zavtRSxdN.png?updatedAt=1632967067284,,,,mesin-cuci-1-tabung-top-loading-panasonic-naf80mb1,Mesin Cuci 1 Tabung Top Loading Panasonic NAF80MB1
https://ik.imagekit.io/eropa/products/Mesin_Cuci_SAMSUNG_70H4000SG_AQl5gRrKrI.png?updatedAt=1632990964081,"[{""name"":""Berat"",""value"":""31 kg""},{""name"":""Panjang"",""value"":""540 mm""},{""name"":""Lebar"",""value"":""560 mm""},{""name"":""Tinggi"",""value"":""850 mm""},{""name"":""Rated input selection/impedance"",""value"":""350 W""},{""name"":""Power Supply"",""value"":"" 220 V/ 50 Hz""},{""name"":""Warna"",""value"":""Abu-abu""},{""name"":""Capacity"",""value"":""7 Kg""},{""name"":""Speed"",""value"":""700 RPM""}]",Mesin Cuci,1 Tabung Top Loading,Samsung,70H4000SG,,2731000,"<p>Fitur :</p>
<p>Diamond Drum :<br />Desain sisi tabung yang unik menyerupai berlian merawat pakaian lebih baik dibandingkan drum konvensional. Tekstur drum yang lembut juga memiliki lubang-lubang kecil untuk pembuangan air mencegah kain tersangkut, sehingga pakaian tetap terawat</p>
<p>Mengeringkan Lebih Cepat :<br />Teknologi Air Turbo Drying membantu mengeringkan lebih cepat. Jadi, waktu mencuci Anda jadi lebih singkat dan lebih punya banyak waktu untuk keluarga</p>
<p>Eco Tub Clean :<br />Membersihkan sisa penumpukan kotoran pada drum mesin cuci tanpa bahan kimia, serta mengingatkan Anda waktu pembersihan secara otomatis</p>
<p>Tempered Glass :<br />Tak perlu khawatir pecah ataupun retak saat meletakan beban berat di atas mesin cuci. Terbuat dari material Tempered Glass yang cantik dan tahan dari kerusakan dan gores dalam waktu yang lama</p>
<p>Panel Display<br />Dual Cluster Control panel dengan posisi tombol yang lebih nyaman untuk mengatur pencucian Anda</p>","mesincuci1tabung,toploading,mesincucisamsung,Samsung",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-samsung-70h4000sg,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_SAMSUNG_70H4000SG_AQl5gRrKrI.png?updatedAt=1632990964081,,,,mesin-cuci-1-tabung-top-loading-samsung-70h4000sg,Mesin Cuci 1 Tabung Top Loading Samsung 70H4000SG
https://ik.imagekit.io/eropa/products/Oven_MITO_MO777_zCwRSmbdm.png?updatedAt=1632991698536,"[{""name"":""Berat"",""value"":""11,5 kg""},{""name"":""Panjang"",""value"":""440 mm""},{""name"":""Lebar"",""value"":""255 mm""},{""name"":""Tinggi"",""value"":""266 mm""},{""name"":""Rated input selection/impedance"",""value"":""350 Watt untuk 1 Mode Api | 700 Watt untuk 2 Mode Api""},{""name"":""Bake"",""value"":""Yes""},{""name"":""Grill"",""value"":""Yes""},{""name"":""Capacity"",""value"":""22 L""},{""name"":""Material"",""value"":""4 Stainless Steel Heating Elements""},{""name"":""Temperature"",""value"":""100 - 250 derajat Celcius Temperature Selector""},{""name"":""Aksesoris"",""value"":""Enamel Bake Tray, Wire Rack, Tray Holder, Crumb Tray""},{""name"":""Timer"",""value"":""60 Minutes Timer with Bell Ring""},{""name"":""Tombol"",""value"":""3 Tombol : Temperature, Heating, and Timer""}]",Kompor & Peralatan Masak,Oven,Mito,MO777,,697000,<p>Fitur :<br />- Grill / Bake<br />- Inside Cavity Lab<br />- Diamond Shape Alumunium Cavity<br />- Crumb Tray for Easy Cleaning</p>,"Ovenmito,pemanggang ",https://www.tokopedia.com/tokoeropa-1/oven-mito-mo777,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Oven_MITO_MO777_zCwRSmbdm.png?updatedAt=1632991698536,,,,kompor-peralatan-masak-oven-mito-mo777,Kompor & Peralatan Masak Oven Mito MO777
https://ik.imagekit.io/eropa/products/Mixer_Com_TURBO_EHM9595_T5aSP0Zd5.png?updatedAt=1632993318015,"[{""name"":""Berat"",""value"":""9 kg""},{""name"":""Rated input selection/impedance"",""value"":""600 W""},{""name"":""Power Supply"",""value"":"" 220 V/ 50 Hz""},{""name"":""Warna"",""value"":""Hitam""},{""name"":""Capacity"",""value"":""5 L""},{""name"":""Material"",""value"":""Plastic""},{""name"":""Speed"",""value"":""7 Speeds""}]",Mixer,Stand,Turbo,EHM9595,,1075000,"<p>Fitur : <br />- Mangkuk Stainless Steel &amp; Berkapasitas besar 5L<br />- Dengan mangkuk yang besar mampu mencampur adonan lebih banyak<br />- Tombol pengunci dudukan dan pengaduk<br />- Tombol pengunci untuk melepaskan pencampur pada dudukannya<br />- 7 tingkat kecepatan (Speed 1 - 7) : 7 kecepatan pencampuran untuk pencapaian hasil yang maksimal<br />- Aksesories pengocok telor dan pengaduk adonan</p>
<p>Pengaduk adonan dilapisi alumunium dan pengocok dari stainless steel yang dapat diganti-ganti dengan mudah :</p>
<p>- Whisk: untuk telor, krim, saus, mayonais, kue, telur putih dll<br />- Beater: untuk mengaduk mentega atau adonan kue, kue kering dll<br />- Dough: untuk mengaduk sekaligus menguleni adonan berat seperti yeast dought, roti, donat, bakpao dll<br />- Dilengkapi Penutup mangkuk mencegah isi agar tidak mucrat</p>","mixer,standmixer,mixerturbo,mixerbesar,mixermurah",https://www.tokopedia.com/tokoeropa-1/mixer-com-turbo-ehm9595,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mixer_Com_TURBO_EHM9595_T5aSP0Zd5.png?updatedAt=1632993318015,,,,mixer-stand-turbo-ehm9595,Mixer Stand Turbo EHM9595
https://ik.imagekit.io/eropa/products/LED_POLYTRON_PLD32D1550_VR-6XSgwW.png?updatedAt=1632993855078,"[{""name"":""Berat"",""value"":""5,1 kg""},{""name"":""Panjang"",""value"":""735 mm""},{""name"":""Lebar"",""value"":""89 mm""},{""name"":""Tinggi"",""value"":""438 mm""},{""name"":""Resolusi"",""value"":""1366 X 768 (HD Ready) ""},{""name"":""Rated input selection/impedance"",""value"":""55 W""},{""name"":""Jenis Layar"",""value"":""LED""},{""name"":""Ukuran Layar"",""value"":""32 Inch""},{""name"":""Hdmi"",""value"":""Yes 2""},{""name"":""Usb"",""value"":""Yes 1""}]",TV / LED,32 Inch,Polytron,PLD32D1550,,2483500,"<p>Televisi modern berlayar LED ini mampu menampilkan gambar dalam kualitas High Definition sepenuhnya, sehingga Anda bisa mendapatkan pengalaman visual yang tak tertandingi.</p>
<p>Anda bisa memutar film atau acara apapun dari berbagai sumber berkat aksesibilitas tinggi yang dimilikinya; televisi ini dilengkapi dengan 1 buah slot USB serta 2 buah slot HDMI.</p>
<p>Ditambah desainnya yang minimalis, televisi yang terlihat elegan ini dapat menyempurnakan interior kamar maupun ruang keluarga Anda.</p>
<p>Fitur :<br />- Audio dan Visual Memukau<br />- Aksesibilitas Tinggi<br />- Desain Ramping nan Minimalis</p>","tv,tvled,tv32inch,32inch,tvpolytron,polytron",https://www.tokopedia.com/tokoeropa-1/led-polytron-pld32d1550,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/LED_POLYTRON_PLD32D1550_VR-6XSgwW.png?updatedAt=1632993855078,,,,tv-led-32-inch-polytron-pld32d1550,TV / LED 32 Inch Polytron PLD32D1550
https://ik.imagekit.io/eropa/products/Mesin_Cuci_AQUA_QW881XT_vqNJxpl5V.png?updatedAt=1632994228737,"[{""name"":""Berat"",""value"":""23 kg""},{""name"":""Panjang"",""value"":""760 mm""},{""name"":""Lebar"",""value"":""445 mm""},{""name"":""Tinggi"",""value"":""898 mm""},{""name"":""Rated input selection/impedance"",""value"":""Wash : 380 Watt , Spin : 165 Watt""},{""name"":""Pintu"",""value"":""Plastic""},{""name"":""Warna"",""value"":""Putih biru""},{""name"":""Capacity"",""value"":""8 Kg""},{""name"":""Jenis"",""value"":""SEMI OTOMATIS""},{""name"":""Material"",""value"":""Plastic""}]",Mesin Cuci,2 Tabung,Aqua,QW881XT,,1400000,<p>Fitur :<br />- Semi Otomatis QW-881XT<br />- Fuzzy Logic<br />- User Friendly<br />- Water Selector<br />- Air Intake Technology<br />- Hijab Mode<br />- Low Water Pressure<br />- Dynamic Soak Function</p>,"Mesincuci,mesincuci2tabung,2tabung,mesincuciaqua,aqua",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-aqua-qw881xt,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_AQUA_QW881XT_vqNJxpl5V.png?updatedAt=1632994228737,,,,mesin-cuci-2-tabung-aqua-qw881xt,Mesin Cuci 2 Tabung Aqua QW881XT
https://ik.imagekit.io/eropa/products/Mesin_Cuci_AQUA_QW780XT_C7q3GzpN2.png?updatedAt=1632994556275,"[{""name"":""Berat"",""value"":""22 kg""},{""name"":""Panjang"",""value"":""740 mm""},{""name"":""Lebar"",""value"":""420 mm""},{""name"":""Tinggi"",""value"":""888 mm""},{""name"":""Rated input selection/impedance"",""value"":""Wash : 350 Watt , Spin : 160 Watt""},{""name"":""Pintu"",""value"":""Plastic""},{""name"":""Warna"",""value"":""Putih biru""},{""name"":""Capacity"",""value"":""7 Kg""},{""name"":""Jenis"",""value"":""SEMI OTOMATIS""},{""name"":""Material"",""value"":""Plastic""}]",Mesin Cuci,2 Tabung,Aqua,QW780XT,,1350500,<p>Fitur :<br />- Semi Otomatis QW-780XT<br />- Fuzzy Logic<br />- User Friendly<br />- Water Selector<br />- Air Intake Technology<br />- Hijab Mode<br />- Low Water Pressure<br />- Dynamic Soak Function</p>,"Mesincuci,mesincuci2tabung,2tabung,mesincuciaqua,aqua",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-aqua-qw780xt,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_AQUA_QW780XT_C7q3GzpN2.png?updatedAt=1632994556275,,,,mesin-cuci-2-tabung-aqua-qw780xt,Mesin Cuci 2 Tabung Aqua QW780XT
https://ik.imagekit.io/eropa/products/Water_Heater_MODENA_GI_0632V_tHJ00IUS-.png?updatedAt=1632995321018,"[{""name"":""Berat"",""value"":""4,7 kg""},{""name"":""Panjang"",""value"":""300 mm""},{""name"":""Lebar"",""value"":""130 mm""},{""name"":""Tinggi"",""value"":""440 mm""},{""name"":""Warna"",""value"":""Abu Silver""},{""name"":""Jenis"",""value"":""Gas""},{""name"":""Temperature"",""value"":""30 - 75 °C""},{""name"":""Water Pressure Rate"",""value"":""0.015 - 0.8 MPa""},{""name"":""Flow rate"",""value"":""6 L/min""},{""name"":""Aksesoris"",""value"":""\u003cp\u003e- Water Heater\u003cbr /\u003e- Elbow\u003cbr /\u003e- Clamps\u003cbr /\u003e- Seal Rings\u003cbr /\u003e- Batteries\u003cbr /\u003e- Dynabolts\u003cbr /\u003e- Fischers\u003cbr /\u003e- Screws\u003cbr /\u003e- Manual Book\u003cbr /\u003e- Warranty Card\u003c/p\u003e""}]",Pemanas Air,Gas,Modena,GI0632V,,1405500,"<p>Pemanas air gas tanpa tangki memanaskan air hanya saat Anda membutuhkannya yang menghemat biaya energi sejak hari pertama. Kompatibel dengan saluran gas standar sehingga lebih mudah untuk mengganti tangki tradisional. Juga dilengkapi dengan teknologi ventilasi canggih yang meningkatkan pilihan lokasi pemasangan.</p>
<p>FITUR</p>
<p>- Digital temperature display<br />- Double thermostat<br />- Water volume controller<br />- Gas volume controller<br />- Low water preasure<br />- Burner controller<br />- Auto shut-off<br />- Flame out safety<br />- Overheating safety</p>
<p>&nbsp;</p>","Waterheater,modena,pemanasair,waterheatergas,modena",https://www.tokopedia.com/tokoeropa-1/water-heater-modena-gi-0632v,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Water_Heater_MODENA_GI_0632V_tHJ00IUS-.png?updatedAt=1632995321018,,,,pemanas-air-gas-modena-gi0632v,Pemanas Air Gas Modena GI0632V
https://ik.imagekit.io/eropa/products/Speaker_POLYTRON_PAS8E22_fqmpo01vO.png?updatedAt=1633053905420,"[{""name"":""Berat"",""value"":""25 kg""},{""name"":""Panjang"",""value"":""261 mm""},{""name"":""Lebar"",""value"":""994 mm""},{""name"":""Tinggi"",""value"":""323 mm""},{""name"":""Rated input selection/impedance"",""value"":""80 W""},{""name"":""Audio Power Output"",""value"":""2x100 WRMS Powerful Sound""},{""name"":""Usb"",""value"":""Yes 1 port""},{""name"":""Sd card"",""value"":""Yes""},{""name"":""Bluetooth"",""value"":""Yes""},{""name"":""Power Supply"",""value"":""220v~50/60hz""},{""name"":""Warna"",""value"":""Hitam""}]",Audio,Speaker,Polytron,PAS8E22,,1520000,"<p>Fitur :<br />- Bass, Middle &amp; Treble 3-band digital tone<br />- control<br />- Yes Bluetooth Connection<br />- Yes Super Bass<br />- Yes Top Panel<br />- 2 2 Mic Input<br />- 2x100 WRMS Powerful Sound<br />- No Video OutA</p>","speakerpolytron,polytron,speakeraktif,speaker",https://www.tokopedia.com/tokoeropa-1/speaker-polytron-pas8e22,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Speaker_POLYTRON_PAS8E22_fqmpo01vO.png?updatedAt=1633053905420,,,,audio-speaker-polytron-pas8e22,Audio Speaker Polytron PAS8E22
https://ik.imagekit.io/eropa/products/Dispenser_MIYAKO_WD186H_PQEsasCet.png?updatedAt=1633096980135 https://ik.imagekit.io/eropa/products/Dispenser_MIYAKO_WD186H_4_kE8XjTixUV.png?updatedAt=1633096980218,"[{""name"":""Berat"",""value"":""1,95 kg""},{""name"":""Panjang"",""value"":""30,5 cm""},{""name"":""Lebar"",""value"":""31 cm""},{""name"":""Tinggi"",""value"":"" 37 cm""},{""name"":""Rated input selection/impedance"",""value"":""350 W""},{""name"":""Warna"",""value"":""Putih""},{""name"":""Capacity"",""value"":"" 3.5 L""},{""name"":""Material"",""value"":""Plastic""},{""name"":""Tombol"",""value"":""Panas ,normal""}]",Dispenser,Kecil,Miyako,WD186H,,139500,"<p>Dengan ukuran yang minimalis dan simple Miyako Dispenser Hot and Normal WD186H hadir untuk memenuhi kebutuhan keseharian anda. Memiliki 2 kran yang berbeda, yaitu panas dan dingin. Membuat anda dan keluarga menjadi lebih mudah untuk meminum air.</p>","dispenser kecil atas,miyako",https://www.tokopedia.com/tokoeropa-1/miyako-dispenser-air-panas-wd186h,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Dispenser_MIYAKO_WD186H_PQEsasCet.png?updatedAt=1633096980135,https://ik.imagekit.io/eropa/products/Dispenser_MIYAKO_WD186H_4_kE8XjTixUV.png?updatedAt=1633096980218,,,dispenser-kecil-miyako-wd186h,Dispenser Kecil Miyako WD186H
https://ik.imagekit.io/eropa/products/Dispenser_COSMOS_CWD1150_pT4Hxpp1U.png?updatedAt=1633097114844,"[{""name"":""Berat"",""value"":""9 kg""},{""name"":""Panjang"",""value"":"" 33,5 cm""},{""name"":""Lebar"",""value"":""33,5 cm""},{""name"":""Tinggi"",""value"":""45 cm""},{""name"":""Rated input selection/impedance"",""value"":""330 W""},{""name"":""Warna"",""value"":""putih""},{""name"":""Capacity"",""value"":"" 1.2 L""},{""name"":""Material"",""value"":""Plastic""},{""name"":""Tombol"",""value"":""Panas,Normal""}]",Dispenser,Kecil,Cosmos,CWD1150,,196500,<p>Lengkapi dapur Anda dengan Cosmos CWD-1150 - Dispenser Extra Hot and Normal memiliki desain mewah dengan bahan tangki terbuat dari stainless steel menjadikan Anda dan Keluarga aman dan nyaman saat menggunakan dispenser ini.</p>,"dispenser kecil atas,miyako",https://www.tokopedia.com/tokoeropa-1/cosmos-dispenser-extra-hot-cwd1150,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Dispenser_COSMOS_CWD1150_pT4Hxpp1U.png?updatedAt=1633097114844,,,,dispenser-kecil-cosmos-cwd1150,Dispenser Kecil Cosmos CWD1150
https://ik.imagekit.io/eropa/products/Dispenser_COSMOS_CWD1138_0AB0colss.png?updatedAt=1633097375441 https://ik.imagekit.io/eropa/products/Dispenser_COSMOS_CWD1138_dOhuWhjdiCx.png?updatedAt=1633097376073,"[{""name"":""Berat"",""value"":""6 kg""},{""name"":""Panjang"",""value"":""33,5 cm""},{""name"":""Lebar"",""value"":""33,5 cm""},{""name"":""Tinggi"",""value"":""44,6 cm""},{""name"":""Rated input selection/impedance"",""value"":""385 W""},{""name"":""Warna"",""value"":""putih""},{""name"":""Capacity"",""value"":""1 L""},{""name"":""Material"",""value"":""Plastic""},{""name"":""Tombol"",""value"":""Hot, Fresh""}]",Dispenser,Kecil,Cosmos,CWD1138,,159500,<p>Dispenser Portable Hot &amp; Fresh dengan tangki berbahan stainless steel yang anti karat &amp; lebih higienis. Dengan kapasitas tangki yang besar yaitu 1 liter yang dapat digunakan untuk membuat minuman hingga 5 cangkir kopi/teh sekaligus. Terdapat kunci pengaman air panas sehingga lebih aman dari jangkauan anak-anak.</p>,"dispenser kecil,cosmos",https://www.tokopedia.com/tokoeropa-1/cosmos-dispenser-air-galon-hot-normal-panas-cwd1138-cwd-1138,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Dispenser_COSMOS_CWD1138_0AB0colss.png?updatedAt=1633097375441,https://ik.imagekit.io/eropa/products/Dispenser_COSMOS_CWD1138_dOhuWhjdiCx.png?updatedAt=1633097376073,,,dispenser-kecil-cosmos-cwd1138,Dispenser Kecil Cosmos CWD1138
https://ik.imagekit.io/eropa/products/PHILIP_HR1552_EA3unTzqA.png?updatedAt=1633097474084,"[{""name"":""Berat"",""value"":""1 kg""},{""name"":""Panjang"",""value"":"" 22 cm""},{""name"":""Lebar"",""value"":""11,2 cm""},{""name"":""Tinggi"",""value"":""19,6 cm""},{""name"":""Rated input selection/impedance"",""value"":""170 W""},{""name"":""Warna"",""value"":""Merah,hijau,putih""},{""name"":""Aksesoris"",""value"":""2 pengaduk ,2 pengocokl ,2 Beater \u0026 2 Dough Hook""}]",Mixer,Hand,Philips,HR1552 ,,466000,"<p>Philips HR-1552 merupakan mixer bertenaga dan efisien untuk kue yang lebih lembut. Mixer Philips ini membantu Anda membuat kue yang lezat dan lembut untuk keluarga Anda. Pengocok uniknya yang berbentuk kerucut memungkinkan pencampuran udara lebih maksimal, sehingga waktu pengocokan/pencampuran lebih singkat dan adukan kue yang lebih halus.</p>","mixer hand,mixer,philips",https://www.tokopedia.com/tokoeropa-1/philips-hand-mixer-hr1552-hr-1552,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/PHILIP_HR1552_EA3unTzqA.png?updatedAt=1633097474084,,,,mixer-hand-philips-hr1552,Mixer Hand Philips HR1552 
https://ik.imagekit.io/eropa/products/Speaker_POLYTRON_PTS2K25_rDkytGUyH.png?updatedAt=1633098116846,"[{""name"":""Berat"",""value"":""26 kg""},{""name"":""Panjang"",""value"":""366 mm""},{""name"":""Lebar"",""value"":""1085 mm""},{""name"":""Tinggi"",""value"":""385 mm""},{""name"":""Rated input selection/impedance"",""value"":""40W (AC \u0026 Battery )""},{""name"":""Woofer"",""value"":""XBR Woofer\t""},{""name"":""Audio Power Output"",""value"":""75 WRMS""},{""name"":""Usb"",""value"":""Yes""},{""name"":""Mp3 input"",""value"":""Yes""},{""name"":""Line input"",""value"":""Yes""},{""name"":""Sd card"",""value"":""Yes""},{""name"":""Radio"",""value"":""Yes""},{""name"":""Bluetooth"",""value"":""Yes""},{""name"":""Mic"",""value"":""Yes""},{""name"":""Optical input"",""value"":""Yes""},{""name"":""Band input"",""value"":""Yes""},{""name"":""Bass"",""value"":""Yes Super Bass""},{""name"":""Speaker system"",""value"":""2 Way Speaker System""},{""name"":""Echo control"",""value"":""Analog""},{""name"":""Power Supply"",""value"":""\t220V~50/60Hz""},{""name"":""Warna"",""value"":""Hitam""}]",Audio,Speaker,Polytron,PTS2K25,,2577500,<p>Fitur : <br />- Dual Power<br />- Super Bass Control<br />- New Top Panel With 5-Band Equalizer<br />- Bluetooth + EDR support with Polytron Audio Connect<br />- 1 Mic Input + 2 Wireless Mic<br />- Band Input</p>,"speakerpolytron,polytron,speakeraktif,speaker",https://www.tokopedia.com/tokoeropa-1/speaker-polytron-pts2k25,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Speaker_POLYTRON_PTS2K25_rDkytGUyH.png?updatedAt=1633098116846,,,,audio-speaker-polytron-pts2k25,Audio Speaker Polytron PTS2K25
